episode-return, value-loss, policy-loss, old-approx-kl, approx-kl, clip-fraction, explained-variance
-1106.4300537109375, 1487489859584.0, -1431099.0, 0.13410331308841705, 0.026003258302807808, 0.41392543807364346, 0.0026566386222839355
-1118.93994140625, 9307999232.0, -121890.4609375, 0.08552661538124084, 0.011793632991611958, 0.3883406431005712, -0.0040433406829833984
-1138.161865234375, 1656934400.0, 38765.85546875, 0.1309528946876526, 0.02021622657775879, 0.40131578947368424, -0.03390049934387207
-1108.9639892578125, 2659655168.0, 55188.61328125, 0.11567359417676926, 0.01857253909111023, 0.4170321639169726, -0.03328144550323486
-1118.19580078125, 2386744064.0, 53646.6875, 0.08155020326375961, 0.021501896902918816, 0.3735380112602, -0.02277684211730957
-1123.8919677734375, 1569091072.0, 40104.19140625, 0.14491061866283417, 0.024470694363117218, 0.3647660816970624, -0.05690491199493408
-1116.941650390625, 2068269696.0, 52753.11328125, 0.05966895446181297, 0.015406705439090729, 0.41465643257425544, -0.03287827968597412
-1112.006103515625, 2268988416.0, 55010.015625, 0.14854814112186432, 0.02772693522274494, 0.3717105263157895, -0.03288877010345459
-1126.51806640625, 5050012672.0, -83217.3515625, 0.10441750288009644, 0.018936334177851677, 0.39053362555671156, -0.006687045097351074
-1120.4820556640625, 66455040000.0, 331361.78125, 0.10610238462686539, 0.02062862180173397, 0.40807748520583437, -0.01979243755340576
-1108.3739013671875, 406259597312.0, -801366.8125, 0.05270042642951012, 0.008317952044308186, 0.40789473710352914, -0.003656744956970215
-1095.031982421875, 1974838755328.0, 1778107.625, 0.11799747496843338, 0.019539115950465202, 0.36951754385964913, -0.0037065744400024414
-1118.89208984375, 2330230784000.0, -1811352.125, 0.12167563289403915, 0.019112369045615196, 0.3797514621625867, 0.0012084245681762695
-1104.35595703125, 1093037916160.0, 1389813.5, 0.09260156750679016, 0.01420509535819292, 0.4091739759110568, 0.0043975114822387695
-1126.072021484375, 85076008960.0, -350158.125, 0.13256855309009552, 0.02123122476041317, 0.4031432746795186, 0.004747211933135986
-1114.8798828125, 24166918144.0, 209731.421875, 0.15984635055065155, 0.03744429722428322, 0.38559941555324356, 0.0010966658592224121
-1100.9720458984375, 4724566528.0, -86721.3203125, 0.07863228768110275, 0.01895362138748169, 0.4133771929824561, -0.0027511119842529297
-1110.4820556640625, 1272337792.0, 46992.67578125, 0.04456505551934242, 0.014909394085407257, 0.37774122807017546, -0.024674177169799805
-1106.4300537109375, 151652864.0, 593.6575927734375, 0.13486026227474213, 0.020701734349131584, 0.35617690023623017, -0.040696144104003906
-1112.553955078125, 80737072.0, 5473.990234375, 0.09135458618402481, 0.013804656453430653, 0.38760964912280704, -0.07333874702453613
-1100.5560302734375, 391847840.0, -21792.380859375, 0.09201238304376602, 0.013126194477081299, 0.39747807043686245, -0.03407013416290283
-1119.64990234375, 734227968.0, 33715.765625, 0.14856892824172974, 0.025302745401859283, 0.36915204634791926, -0.014691591262817383
-1110.5360107421875, 423317856.0, -23450.892578125, 0.14169356226921082, 0.023018063977360725, 0.4077119879555284, 0.020269274711608887
-1133.6497802734375, 882181568.0, 36521.4375, 0.13060800731182098, 0.02286418527364731, 0.3918128654099347, -0.02879345417022705
-1120.256103515625, 291874112.0, 18005.455078125, 0.10777455568313599, 0.01682625152170658, 0.3823099416076091, -0.03467142581939697
-1116.3079833984375, 115735296.0, 748.6596069335938, 0.17639721930027008, 0.031079253181815147, 0.4020467834514484, -0.03946399688720703
-1123.7479248046875, 429610080.0, 16603.109375, 0.16772805154323578, 0.0285834651440382, 0.4027777779520604, -0.045966148376464844
-1115.4998779296875, 506344096.0, 25261.0625, 0.14522378146648407, 0.024543382227420807, 0.38596491228070173, -0.0494542121887207
-1122.941650390625, 130955304.0, 7993.927734375, 0.07844159752130508, 0.014085575938224792, 0.3786549709345165, -0.036025404930114746
-1116.8961181640625, 304018912.0, -16277.1318359375, 0.06932114064693451, 0.011199030093848705, 0.3947368418438393, -0.032238006591796875
-1116.318115234375, 112690688.0, -10482.6328125, 0.08001302927732468, 0.014751416631042957, 0.3890716376011832, -0.04282855987548828
-1118.239990234375, 462397408.0, 23419.603515625, 0.06974442303180695, 0.01439774502068758, 0.3779239769567523, -0.03596663475036621
-1130.1221923828125, 599777472.0, -25197.451171875, 0.1572011113166809, 0.02281709760427475, 0.40222953286087304, -0.04802978038787842
-1108.926025390625, 57789780.0, -1870.3104248046875, 0.1512497216463089, 0.02582075260579586, 0.3923611112853937, -0.05828249454498291
-1115.7958984375, 164355984.0, 6789.61376953125, 0.13299033045768738, 0.0229323860257864, 0.40497076040820074, -0.04135918617248535
-1125.196044921875, 242973904.0, 11594.890625, 0.20471107959747314, 0.03331470862030983, 0.40003654935903715, -0.0623856782913208
-1123.4281005859375, 304549888.0, 19324.865234375, 0.12378411740064621, 0.019918866455554962, 0.38980263157894735, -0.029589295387268066
-1116.4080810546875, 197365200.0, -14840.203125, 0.08268941193819046, 0.01743674837052822, 0.3954678360830274, -0.03850710391998291
-1114.4820556640625, 678938432.0, 34342.35546875, 0.11010944098234177, 0.025211654603481293, 0.3633040932186863, -0.03988504409790039
-1110.2757568359375, 4298069504.0, -76271.4765625, 0.1572222262620926, 0.0311164278537035, 0.3642178366058751, -0.0059967041015625
-1116.9039306640625, 37477355520.0, 241685.125, 0.16101618111133575, 0.02777198702096939, 0.3857821644398204, 0.003961026668548584
-1111.3779296875, 449233977344.0, -766396.75, 0.16658979654312134, 0.0284596998244524, 0.38669590625846595, -0.005678534507751465
-1117.0201416015625, 2452725170176.0, 2046162.5, 0.17790715396404266, 0.03643530234694481, 0.36348684210526316, 0.001984536647796631
-1122.482177734375, 2764282527744.0, -2059937.375, 0.11199385672807693, 0.017057480290532112, 0.406615497250306, -0.002760767936706543
-1130.19580078125, 1877902753792.0, 1844184.0, 0.08098064363002777, 0.018244415521621704, 0.4219663739204407, 0.006062150001525879
-1107.031982421875, 166435340288.0, -474376.375, 0.14190100133419037, 0.02097363770008087, 0.37993421052631576, -0.007217526435852051
-1121.6038818359375, 65820430336.0, 349175.59375, 0.07852709293365479, 0.019092576578259468, 0.4099049709345165, -0.0064820051193237305
-1111.3699951171875, 15432731648.0, -152055.1875, 0.120456762611866, 0.0195581316947937, 0.3790204681848225, -0.009574294090270996
-1110.2081298828125, 8416225792.0, 116881.4140625, 0.18415717780590057, 0.0366741307079792, 0.3764619879555284, -0.010141372680664062
-1116.35595703125, 1766756992.0, -45073.046875, 0.06387091428041458, 0.014269910752773285, 0.39766081906201545, -0.03168606758117676
-1112.9036865234375, 1336625920.0, -42320.34765625, 0.10036865621805191, 0.021190166473388672, 0.3850511694163607, -0.01889491081237793
-1108.4080810546875, 298076576.0, -17404.24609375, 0.06933744996786118, 0.023344429209828377, 0.3907163749661362, -0.0483471155166626
-1104.318115234375, 513934688.0, 28640.400390625, 0.1200212761759758, 0.024477094411849976, 0.36988304058710736, -0.04180431365966797
-1112.941650390625, 234630832.0, 12946.4873046875, 0.09237357974052429, 0.028216667473316193, 0.37353801152162386, -0.046077609062194824
-1108.006103515625, 97037224.0, -393.4857482910156, 0.12917034327983856, 0.023135753348469734, 0.38103070227723373, -0.041315317153930664
-1113.7059326171875, 157404736.0, -9281.7431640625, 0.033899690955877304, 0.013684933073818684, 0.3651315789473684, -0.06080067157745361
-1121.7479248046875, 214995248.0, -12761.6904296875, 0.08211522549390793, 0.017886102199554443, 0.3987573097672379, -0.03646254539489746
-1110.072021484375, 107989568.0, 6426.12060546875, 0.12218714505434036, 0.02576807327568531, 0.4142909358467972, -0.04682791233062744
-1125.7059326171875, 109831640.0, 5659.166015625, 0.15998591482639313, 0.027953220531344414, 0.41374268970991435, -0.04189157485961914
-1111.8519287109375, 200162224.0, 17248.861328125, 0.08603691309690475, 0.015889501199126244, 0.3941885970140758, -0.03914511203765869
-1117.718017578125, 106803992.0, -6078.93212890625, 0.10371556878089905, 0.023723164573311806, 0.37682748572868213, -0.04088187217712402
-1108.256103515625, 47932788.0, -2258.9716796875, 0.0850348100066185, 0.018566371873021126, 0.39766081906201545, -0.04221165180206299
-1117.3558349609375, 42465876.0, 3845.893310546875, 0.14679156243801117, 0.024165889248251915, 0.40405701754385964, -0.04612576961517334
-1111.031982421875, 170322208.0, 3030.751220703125, 0.12568585574626923, 0.0224427729845047, 0.4099049709345165, -0.0625462532043457
-1113.137939453125, 124971736.0, 6067.255859375, 0.1368081420660019, 0.02757553569972515, 0.3980263157894737, -0.039479613304138184
-1119.64990234375, 369082464.0, -14623.4521484375, 0.14011700451374054, 0.02318473719060421, 0.3921783629216646, -0.0381394624710083
-1112.5621337890625, 135897968.0, -7756.36474609375, 0.13085204362869263, 0.020011110231280327, 0.405519005499388, -0.04571831226348877
-1109.031982421875, 155357552.0, 8775.8193359375, 0.1256198137998581, 0.023803556337952614, 0.3815789468455733, -0.038903236389160156
-1106.49609375, 318453152.0, -4340.86328125, 0.06043355166912079, 0.009202122688293457, 0.3850511691549368, -0.04401576519012451
-1100.5360107421875, 500825056.0, -21879.2734375, 0.1333257108926773, 0.020354127511382103, 0.367507309505814, -0.026088953018188477
-1114.971923828125, 235389824.0, -6878.28271484375, 0.08351514488458633, 0.011976976878941059, 0.400950292746226, -0.04939532279968262
-1105.4559326171875, 80340248.0, -73.267822265625, 0.13520483672618866, 0.02384774386882782, 0.38669590625846595, -0.0415189266204834
-1120.006103515625, 406910592.0, 24372.578125, 0.10938259214162827, 0.016919458284974098, 0.4004020471321909, -0.025000691413879395
-1109.2879638671875, 3555347712.0, -67860.140625, 0.19087858498096466, 0.02942846156656742, 0.4130116957321502, -0.007082223892211914
-1122.50390625, 24719996928.0, 210266.0, 0.1076924204826355, 0.02549748681485653, 0.39108187169359443, 0.010058224201202393
-1113.8641357421875, 165328535552.0, -497243.90625, 0.10899221897125244, 0.02092006616294384, 0.4011330411099551, 0.014327049255371094
-1111.6038818359375, 672311607296.0, 1074855.5, 0.06496302038431168, 0.014797727577388287, 0.3812134501181151, -0.003539443016052246
-1120.89208984375, 2599552811008.0, -1919589.375, 0.11970502138137817, 0.02023933082818985, 0.4000365498818849, -0.0008043050765991211
-1114.090087890625, 2183387545600.0, 1804819.125, 0.1641727238893509, 0.025310838595032692, 0.40021929824561403, -0.007391095161437988
-1117.8919677734375, 835549724672.0, -1160899.5, 0.07606765627861023, 0.009327426552772522, 0.3558114029859242, -0.0047942399978637695
-1106.9036865234375, 35917750272.0, 242019.703125, 0.12531590461730957, 0.017830224707722664, 0.37810672479763363, 0.004949688911437988
-1133.4998779296875, 4533239296.0, -72968.4296875, 0.18025948107242584, 0.030711660161614418, 0.39364035087719296, -0.013467550277709961
-1102.89208984375, 123112832.0, -4193.08203125, 0.14397317171096802, 0.02461457997560501, 0.3742690060222358, -0.0470578670501709
-1120.880126953125, 301462304.0, 15760.4765625, 0.058339256793260574, 0.016063420102000237, 0.40350877166840066, -0.05082249641418457
-1120.3739013671875, 646961920.0, 25595.083984375, 0.16628874838352203, 0.028385737910866737, 0.3715277776906365, -0.044562339782714844
-1108.4080810546875, 316060896.0, -10488.9775390625, 0.08981134742498398, 0.019359787926077843, 0.38687865462219506, -0.04117166996002197
-1108.161865234375, 96346584.0, -10492.6171875, 0.0922955647110939, 0.012915924191474915, 0.3651315789473684, -0.022539377212524414
-1112.4080810546875, 461212448.0, 19087.458984375, 0.18256008625030518, 0.025759801268577576, 0.3755482453526112, -0.040994882583618164
-1118.4820556640625, 78043712.0, 5300.078125, 0.1577022224664688, 0.02564634196460247, 0.37024853836026106, -0.039855122566223145
-1104.0059814453125, 85332336.0, 6049.484375, 0.13016767799854279, 0.024902494624257088, 0.4004020460864954, -0.04105198383331299
-1120.3739013671875, 384795488.0, 22134.283203125, 0.13811513781547546, 0.026402393355965614, 0.40369152029355365, -0.03374600410461426
-1123.2298583984375, 179911856.0, -14195.0576171875, 0.12922315299510956, 0.019101334735751152, 0.4055190060222358, -0.0283052921295166
-1126.072021484375, 630609472.0, 31469.0625, 0.1365094929933548, 0.024916404858231544, 0.3784722220479396, -0.03685629367828369
-1112.47802734375, 654065472.0, 30551.052734375, 0.11550683528184891, 0.01868155039846897, 0.393274853626887, -0.03707718849182129
-1118.239990234375, 135822912.0, -7985.29443359375, 0.19966824352741241, 0.03220179304480553, 0.37390350877192985, -0.10199546813964844
-1132.0859375, 127273752.0, -521.2648315429688, 0.12001895904541016, 0.017103491351008415, 0.38322368368767856, -0.04105651378631592
-1119.3780517578125, 472373792.0, -24963.03125, 0.14994819462299347, 0.027325620874762535, 0.4091739769567523, -0.01888120174407959
-1112.922119140625, 640419392.0, 30971.6015625, 0.08546414226293564, 0.013534349389374256, 0.41630116993920846, -0.025211691856384277
-1122.5179443359375, 102465408.0, -10402.9453125, 0.0569894015789032, 0.013595814816653728, 0.3976608185391677, -0.045260071754455566
-1111.5718994140625, 690561984.0, -30216.197265625, 0.14642782509326935, 0.026040934026241302, 0.3788377192982456, -0.00035953521728515625
-1124.2080078125, 1796124800.0, 56678.6875, 0.13086549937725067, 0.027677340433001518, 0.4102704676619747, 0.00325697660446167
-1124.318115234375, 4710110720.0, -77002.6796875, 0.1602746844291687, 0.02669941447675228, 0.3961988305836393, -0.01600492000579834
-1112.90380859375, 7066497536.0, 107679.9921875, 0.15840911865234375, 0.02535916306078434, 0.41374268970991435, 0.006547689437866211
-1125.7181396484375, 8980651008.0, -115364.8046875, 0.08910185098648071, 0.017575792968273163, 0.3832236842105263, -0.0035429000854492188
-1126.4959716796875, 12561189888.0, 140849.15625, 0.23223787546157837, 0.04416570067405701, 0.42324561455793547, 0.004790544509887695
-1127.3699951171875, 29531463680.0, -210479.75, 0.0681813657283783, 0.009439202956855297, 0.3819444443573031, -0.014038801193237305
-1098.2080078125, 44800724992.0, 269192.21875, 0.09324393421411514, 0.01591128297150135, 0.37244152029355365, -0.01011800765991211
-1121.513916015625, 51483492352.0, -274490.4375, 0.11078556627035141, 0.020703302696347237, 0.3892543859649123, -0.005932331085205078
-1122.35595703125, 190758322176.0, 605486.8125, 0.04403955116868019, 0.024612920358777046, 0.37262426918013053, 0.015211343765258789
-1117.52197265625, 425908633600.0, -834940.25, 0.07162754982709885, 0.013714457862079144, 0.3961988303222154, -0.007843971252441406
-1114.43017578125, 1160556576768.0, 1453796.0, 0.13249991834163666, 0.023491859436035156, 0.4373172516362709, 0.0074155330657958984
-1124.5179443359375, 425952018432.0, -775590.6875, 0.045952606946229935, 0.05919967219233513, 0.4060672511134231, -0.0026193857192993164
-1116.2100830078125, 244363149312.0, 654927.375, 0.12523426115512848, 0.03497409448027611, 0.4053362571356589, 0.0014019012451171875
-1101.02001953125, 187096416256.0, -484495.28125, 0.15365548431873322, 0.092928946018219, 0.387975146373113, 0.009969115257263184
-1096.89599609375, 272647569408.0, 695229.1875, 0.17652885615825653, 0.0908612534403801, 0.6542397664304365, 0.0030121207237243652
-1104.9219970703125, 156131934208.0, -449544.5, 0.14739738404750824, 0.02349238656461239, 0.3923611112853937, 0.002812802791595459
-1111.6700439453125, 664049090560.0, 1053687.125, 0.1355191022157669, 0.023040832951664925, 0.3821271929824561, 0.0013056397438049316
-1112.871826171875, 900079091712.0, -1144897.625, 0.10530298948287964, 0.015369206666946411, 0.3991228070175439, -0.0027881860733032227
-1110.8961181640625, 344751374336.0, 768539.8125, 0.15784548223018646, 0.029215211048722267, 0.3706140350877193, 0.002131640911102295
-1124.8798828125, 258794700800.0, -583446.375, 0.24173559248447418, 0.06461364775896072, 0.4780701754385965, -0.0009968280792236328
-1108.47802734375, 110646566912.0, 426983.875, 0.14179803431034088, 0.02925991266965866, 0.4632675443824969, 0.003574669361114502
-1116.9398193359375, 3532537600.0, -61827.66015625, 0.12769396603107452, 0.020112982019782066, 0.3815789473684211, -0.02792048454284668
-1124.531982421875, 4161272064.0, 81114.1484375, 0.11485622078180313, 0.02132546156644821, 0.391630116261934, -0.006610989570617676
-1129.1959228515625, 2034536448.0, -46858.0, 0.11973530054092407, 0.028878627344965935, 0.41136695941289264, -0.029788970947265625
-1096.5299072265625, 3865790464.0, -69651.3359375, 0.10176555067300797, 0.03145604208111763, 0.37006578999653195, -0.016359329223632812
-1123.2879638671875, 194032880.0, 3851.836669921875, 0.11454706639051437, 0.024892285466194153, 0.4296418125169319, -0.043064236640930176
-1124.40185546875, 162654112.0, -2674.128662109375, 0.11858149617910385, 0.018913259729743004, 0.4203216376011832, -0.037810325622558594
-1116.1959228515625, 314525344.0, -3858.318359375, 0.13843250274658203, 0.02617383934557438, 0.3826754385964912, -0.04557836055755615
-1130.5179443359375, 604771200.0, -22987.1796875, 0.11384087800979614, 0.026937879621982574, 0.4141081874830681, -0.06466615200042725
-1114.318115234375, 309630752.0, 10530.8388671875, 0.13529430329799652, 0.02657335065305233, 0.41154970777662175, -0.04247009754180908
-1118.4559326171875, 252308224.0, -15495.7490234375, 0.124493807554245, 0.02016005478799343, 0.38066520450408, -0.05903029441833496
-1106.9639892578125, 287476064.0, 14691.2529296875, 0.09470788389444351, 0.014312028884887695, 0.3929093568994288, -0.042011260986328125
-1107.3699951171875, 476849920.0, -16814.029296875, 0.13969986140727997, 0.023733193054795265, 0.39674707567482664, -0.03936481475830078
-1118.964111328125, 1151437952.0, 43499.34375, 0.10865817219018936, 0.022727040573954582, 0.3729897664304365, -0.02822136878967285
-1125.2879638671875, 2804724480.0, -65028.578125, 0.10682011395692825, 0.015722952783107758, 0.40259502958833127, 0.011054575443267822
-1112.991943359375, 4752691712.0, 83866.625, 0.07865823060274124, 0.011236272752285004, 0.376644737364953, -0.025792837142944336
-1114.210205078125, 9778721792.0, -118717.78125, 0.0907372459769249, 0.021253928542137146, 0.38559941555324356, -0.02026224136352539
-1125.8919677734375, 15350141952.0, 150805.296875, 0.1585836410522461, 0.028026582673192024, 0.3872441523953488, -0.002121567726135254
-1100.89599609375, 48036401152.0, -273917.46875, 0.07171166688203812, 0.010903500020503998, 0.34978070175438597, 0.0009383559226989746
-1122.318115234375, 82659565568.0, 385022.34375, 0.049013275653123856, 0.010873742401599884, 0.37518274810230523, -0.0016322135925292969
-1115.031982421875, 150799958016.0, -488240.65625, 0.12419110536575317, 0.021551454439759254, 0.3943713448549572, -0.004784345626831055
-1118.903564453125, 280608735232.0, 700136.5625, 0.09561737626791, 0.025175081565976143, 0.41776315789473684, 0.004054248332977295
-1122.9261474609375, 396716834816.0, -799139.75, 0.07463479787111282, 0.014813977293670177, 0.38395467871113825, -0.006410121917724609
-1114.2757568359375, 241907351552.0, 627250.5625, 0.09738132357597351, 0.016597330570220947, 0.39930555590412076, -0.008031487464904785
-1113.9580078125, 216581259264.0, -523487.21875, 0.1557047963142395, 0.023713424801826477, 0.3945540932186863, -0.008250951766967773
-1106.880126953125, 230672891904.0, 604692.125, 0.14010371267795563, 0.021276408806443214, 0.4106359654351285, 0.0002333521842956543
-1113.2459716796875, 207441952768.0, -554445.5625, 0.07606155425310135, 0.012116667814552784, 0.40807748546725825, -0.00677800178527832
-1125.2298583984375, 174410547200.0, 528307.5625, 0.1324525624513626, 0.025506017729640007, 0.41538742707486737, 0.006906092166900635
-1120.8797607421875, 57682317312.0, -278446.28125, 0.16434955596923828, 0.027882933616638184, 0.4071637431257649, -0.008472919464111328
-1112.50390625, 49515102208.0, 300183.71875, 0.06718610227108002, 0.01489228755235672, 0.4281798245614035, 0.02681487798690796
